cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260210_083913.BIN,10.1645,25.1740,4.5018,25.1740,1.9140,1,35.224,35.655
1,DATA_20260210_083913.BIN,1.5280,9.6182,1.1894,9.6182,3.4650,1,24.068,25.289
2,DATA_20260210_083913.BIN,1.1894,42.0935,14.3040,42.0935,3.3110,1,21.715,22.720
3,DATA_20260210_083913.BIN,1.6512,12.2786,1.2993,12.2786,3.1130,1,17.966,20.232
4,DATA_20260210_083913.BIN,1.2993,9.7969,1.2424,9.7969,1.5730,1,15.864,17.300
5,DATA_20260210_083913.BIN,1.2424,12.4355,1.1820,12.4355,1.5620,1,14.869,15.922
6,DATA_20260210_083913.BIN,2.3619,12.6475,2.0987,12.6475,3.1240,1,16.969,18.917
7,DATA_20260210_083913.BIN,0.9482,11.9701,0.6711,11.9701,3.1350,1,13.721,16.427
8,DATA_20260210_083913.BIN,11.1756,16.7469,0.8597,16.7469,5.2250,1,15.195,21.509
9,DATA_20260210_083913.BIN,0.8597,12.4492,0.6589,12.4492,2.7390,1,9.618,11.132
10,DATA_20260210_083913.BIN,0.6589,19.9081,1.8980,19.9081,6.3360,1,8.901,11.029
11,DATA_20260210_083913.BIN,1.0754,14.8183,0.8599,14.8183,2.7280,1,10.151,12.166
12,DATA_20260210_083913.BIN,1.2278,12.5818,0.7724,12.5818,2.1450,1,6.553,9.893
13,DATA_20260210_083913.BIN,3.0292,12.3384,1.1129,12.3384,1.8040,1,7.275,9.340
14,DATA_20260210_083913.BIN,1.1129,8.9062,0.6841,8.9062,1.8920,1,7.969,10.092
15,DATA_20260210_083913.BIN,0.6841,27.1609,3.8608,27.1609,2.7940,1,6.279,8.965
16,DATA_20260210_083913.BIN,3.8608,11.2512,3.6094,11.2512,2.7390,1,9.012,12.930
17,DATA_20260210_083913.BIN,3.9081,17.4125,4.9047,17.4125,2.3760,1,10.557,13.972
18,DATA_20260210_090000.BIN,13.0220,30.8610,5.3143,30.8610,5.9510,1,18.455,19.679
19,DATA_20260210_090000.BIN,5.3143,24.3051,3.0033,24.3051,9.4820,1,31.032,32.397
20,DATA_20260210_090000.BIN,3.0033,19.2063,2.8755,19.2063,4.7740,1,27.219,27.358
21,DATA_20260210_090000.BIN,2.8755,18.2898,3.9005,18.2898,4.9280,1,24.237,26.828
22,DATA_20260210_090000.BIN,6.3825,15.9690,6.0698,15.9690,9.2840,1,26.664,29.065
23,DATA_20260210_090000.BIN,6.0698,27.6578,2.1718,27.6578,6.9740,1,22.921,24.542
24,DATA_20260210_090000.BIN,2.9098,17.5547,8.7046,17.5547,2.8270,1,15.603,16.473
25,DATA_20260210_090000.BIN,8.7046,19.9664,3.8871,19.9664,4.6530,1,19.627,20.591
26,DATA_20260210_090000.BIN,6.2536,23.6137,13.2645,23.6137,2.4310,1,22.531,22.612
27,DATA_20260210_090000.BIN,8.4955,23.3847,10.0297,23.3847,6.9190,1,125.622,126.343
28,DATA_20260210_090000.BIN,2.4585,24.9137,4.4904,24.9137,5.4780,1,5.386,6.983
29,DATA_20260210_090000.BIN,4.4904,23.0118,4.1628,23.0118,4.2130,1,110.772,110.785
30,DATA_20260210_090000.BIN,4.1628,23.4466,3.9263,23.4466,5.9620,1,13.725,13.967
31,DATA_20260210_090000.BIN,3.9263,41.8869,19.9286,41.8869,4.2570,1,13.718,14.088
32,DATA_20260210_090000.BIN,19.9286,29.2029,6.0529,29.2029,3.7840,1,31.370,33.133
33,DATA_20260210_090000.BIN,4.7660,17.6279,5.8638,17.6279,1.5400,1,10.002,10.467
34,DATA_20260210_090000.BIN,5.8638,24.6767,9.1919,24.6767,3.1460,1,10.684,11.178
35,DATA_20260210_090000.BIN,9.1919,29.7454,9.4014,29.7454,4.0700,1,15.601,15.777
36,DATA_20260210_090000.BIN,9.4014,27.0067,8.9717,27.0067,7.4800,1,14.748,14.759
37,DATA_20260210_090000.BIN,5.1890,24.7871,15.4977,24.7871,7.7330,1,6.063,9.842
38,DATA_20260210_090000.BIN,6.6339,24.1673,1.6661,24.1673,3.5090,1,121.743,122.415
39,DATA_20260210_090000.BIN,1.6661,21.9783,5.2527,21.9783,3.6960,1,11.938,12.428
40,DATA_20260210_090000.BIN,5.2527,23.2039,9.3251,23.2039,5.4120,1,14.205,15.307
41,DATA_20260210_090000.BIN,9.3251,28.1680,8.8805,28.1680,5.2910,1,20.369,20.416
