cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260217_230000.BIN,5.4207,47.9375,16.8659,47.9375,2.1670,1,6.023,6.197
1,DATA_20260217_230000.BIN,16.8659,48.0357,28.5609,48.0357,2.1340,1,160.107,170.910
2,DATA_20260217_230000.BIN,28.5609,37.2203,45.6667,45.6667,1.3420,1,105.779,162.347
3,DATA_20260217_230000.BIN,45.6667,33.8346,32.4335,33.8346,0.9790,1,103.836,166.911
4,DATA_20260217_230000.BIN,32.4335,47.9374,33.7545,47.9374,1.1330,1,103.710,136.892
5,DATA_20260217_230000.BIN,33.7545,48.0282,44.1361,48.0282,1.2320,1,122.595,139.262
6,DATA_20260217_230000.BIN,44.1361,47.9372,0.1748,47.9372,3.3110,1,102.791,152.869
7,DATA_20260217_230000.BIN,0.1748,41.3729,0.1748,41.3729,8.4150,1,0.000,0.000
8,DATA_20260217_230000.BIN,0.1748,0.1748,0.1748,0.1748,4.4660,1,0.000,0.000
9,DATA_20260217_230000.BIN,41.3628,0.1748,0.1748,0.1748,6.3360,1,0.000,0.000
