cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260207_095434.BIN,15.1404,30.0291,6.2378,30.0291,5.9730,1,5.148,12.094
1,DATA_20260207_095434.BIN,6.2378,17.1179,7.5617,17.1179,2.0680,1,14.947,15.225
2,DATA_20260207_095434.BIN,7.5617,16.1165,2.5091,16.1165,1.4960,1,11.714,11.778
3,DATA_20260207_095434.BIN,2.5091,21.2751,7.1064,21.2751,4.5540,1,15.739,16.940
4,DATA_20260207_095434.BIN,7.4144,24.6740,7.1023,24.6740,1.4520,1,12.033,12.864
5,DATA_20260207_095434.BIN,7.1023,21.9239,6.3188,21.9239,2.6070,1,7.589,7.617
6,DATA_20260207_095434.BIN,6.3188,13.0209,4.9955,13.0209,4.0260,1,22.404,22.404
7,DATA_20260207_095434.BIN,4.9955,21.0882,5.3162,21.0882,1.8920,1,14.001,14.015
8,DATA_20260207_095434.BIN,4.1333,16.5384,1.7188,16.5384,8.0410,1,16.501,17.151
9,DATA_20260207_095434.BIN,1.7188,18.7159,3.8648,18.7159,2.3650,1,10.935,11.021
10,DATA_20260207_095434.BIN,0.2184,19.2074,5.4004,19.2074,2.5190,1,9.410,9.410
11,DATA_20260207_095434.BIN,5.4004,19.8821,4.3251,19.8821,2.2000,1,6.142,7.842
12,DATA_20260207_095434.BIN,4.3251,27.2975,7.9742,27.2975,1.4080,1,3.800,4.075
13,DATA_20260207_095434.BIN,7.3916,28.1211,6.5905,28.1211,3.1570,1,4.995,9.482
14,DATA_20260207_095434.BIN,6.5905,27.4746,16.2274,27.4746,2.9920,1,3.020,3.046
15,DATA_20260207_095434.BIN,24.4985,45.0153,11.6862,45.0153,3.3110,1,19.715,24.511
16,DATA_20260207_095434.BIN,2.8046,31.2331,8.6878,31.2331,4.9720,1,6.127,9.761
17,DATA_20260207_095434.BIN,8.6878,20.9905,10.0393,20.9905,2.4640,1,7.570,7.803
18,DATA_20260207_095434.BIN,10.0393,26.3129,17.1931,26.3129,1.5840,1,4.467,5.538
19,DATA_20260207_095434.BIN,17.1931,59.1321,0.9733,59.1321,4.9060,1,11.364,11.369
20,DATA_20260207_095434.BIN,15.5542,22.2055,1.1240,22.2055,2.9260,1,12.890,15.246
21,DATA_20260207_095434.BIN,1.1240,65.3778,3.6095,65.3778,5.3680,1,11.322,11.752
22,DATA_20260207_095434.BIN,3.6095,23.1611,10.2089,23.1611,7.7440,1,6.450,6.453
23,DATA_20260207_095434.BIN,10.2089,30.9149,8.7035,30.9149,5.2470,1,4.443,6.647
24,DATA_20260207_095434.BIN,8.7035,17.6271,4.0128,17.6271,2.5960,1,2.755,3.554
25,DATA_20260207_095434.BIN,4.0128,16.7635,6.0733,16.7635,1.8040,1,4.420,7.922
26,DATA_20260207_095434.BIN,6.0733,20.9049,4.4420,20.9049,3.1460,1,3.669,3.926
27,DATA_20260207_095434.BIN,4.4420,11.7085,4.5989,11.7085,2.2110,1,8.958,9.108
28,DATA_20260207_095434.BIN,2.4357,20.3651,3.8910,20.3651,2.2880,1,10.555,10.556
29,DATA_20260207_095434.BIN,2.8632,11.0960,3.8385,11.0960,2.1890,1,2.772,6.008
30,DATA_20260207_095434.BIN,3.8385,22.5830,2.3445,22.5830,3.3660,1,8.401,8.929
31,DATA_20260207_095434.BIN,4.8866,15.4413,0.3155,15.4413,7.3040,1,11.140,11.929
32,DATA_20260207_095434.BIN,0.3155,21.5878,3.1276,21.5878,4.0150,1,4.624,5.344
33,DATA_20260207_095434.BIN,3.1276,14.2456,4.6146,14.2456,3.0690,1,2.206,4.229
34,DATA_20260207_095434.BIN,4.6146,13.2507,3.1780,13.2507,8.1180,1,4.476,9.400
35,DATA_20260207_095434.BIN,3.1780,11.0995,2.2888,11.0995,3.4210,1,4.640,4.640
36,DATA_20260207_095434.BIN,2.2888,15.1985,3.3261,15.1985,4.5210,1,5.458,5.572
37,DATA_20260207_095434.BIN,3.3261,17.3598,8.9220,17.3598,1.4630,1,1.837,5.310
38,DATA_20260207_095434.BIN,6.3971,18.1567,0.7554,18.1567,5.6760,1,5.563,7.367
39,DATA_20260207_095434.BIN,0.7554,27.5934,18.1810,27.5934,1.9580,1,1.882,1.990
40,DATA_20260207_095434.BIN,18.1810,30.2363,2.3730,30.2363,5.3130,1,18.206,21.389
41,DATA_20260207_095434.BIN,2.3730,41.0590,18.6206,41.0590,5.2030,1,2.081,3.727
42,DATA_20260207_095434.BIN,18.6206,34.7882,23.1393,34.7882,2.4200,1,16.432,20.860
43,DATA_20260207_095434.BIN,23.1393,32.8046,8.4013,32.8046,3.4100,1,21.210,23.182
44,DATA_20260207_095434.BIN,8.4013,32.8058,19.0948,32.8058,6.0940,1,3.971,4.306
45,DATA_20260207_095434.BIN,19.0948,36.3340,15.6163,36.3340,2.4860,1,14.680,14.710
46,DATA_20260207_095434.BIN,15.6163,58.2123,50.9646,58.2123,3.2670,1,9.198,10.518
47,DATA_20260207_095434.BIN,4.6810,14.1027,3.1683,14.1027,3.0250,1,14.760,14.978
48,DATA_20260207_100000.BIN,42.4233,55.1260,41.0368,55.1260,7.8430,1,22.986,23.350
