cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260214_090400.BIN,46.9780,85.0866,40.8225,85.0866,4.5320,1,6.668,6.698
1,DATA_20260214_090400.BIN,40.8225,60.7966,5.9197,60.7966,2.3870,1,8.586,8.598
2,DATA_20260214_090400.BIN,25.1702,44.1956,24.7737,44.1956,3.1680,1,29.307,88.553
3,DATA_20260214_090400.BIN,24.7737,37.4959,21.5524,37.4959,3.0800,1,43.065,84.684
4,DATA_20260214_090400.BIN,21.5524,35.5854,21.4026,35.5854,2.7610,1,24.737,66.404
5,DATA_20260214_090400.BIN,21.4026,36.5164,15.7411,36.5164,2.2990,1,26.248,61.191
6,DATA_20260214_090400.BIN,15.7411,29.4021,9.9336,29.4021,1.9030,1,37.750,63.325
7,DATA_20260214_090400.BIN,9.9336,84.3783,30.9246,84.3783,4.3670,1,36.201,56.985
8,DATA_20260214_090400.BIN,30.9246,51.7936,23.9252,51.7936,6.7320,1,11.397,45.296
9,DATA_20260214_090400.BIN,23.9252,37.6701,22.4163,37.6701,3.8500,1,28.462,52.288
10,DATA_20260214_090400.BIN,22.4163,59.0430,25.4917,59.0430,3.6190,1,20.556,44.530
11,DATA_20260214_090400.BIN,25.4917,35.8829,16.2972,35.8829,1.4520,1,9.487,33.616
12,DATA_20260214_090400.BIN,16.2972,34.9541,22.2488,34.9541,1.5510,1,23.566,36.604
13,DATA_20260214_090400.BIN,22.2488,31.1295,14.8096,31.1295,1.8480,1,15.477,33.109
14,DATA_20260214_090400.BIN,21.8828,29.0966,13.0564,29.0966,2.8930,1,15.046,26.680
15,DATA_20260214_090400.BIN,13.0564,36.2912,16.6339,36.2912,6.1930,1,21.148,27.183
16,DATA_20260214_090400.BIN,16.6339,31.9327,17.8550,31.9327,1.3860,1,16.104,20.970
17,DATA_20260214_090400.BIN,17.8550,33.5801,19.4882,33.5801,1.6720,1,17.857,23.663
18,DATA_20260214_090400.BIN,19.4882,31.6703,21.5873,31.6703,2.0240,1,16.016,22.911
19,DATA_20260214_090400.BIN,21.5873,38.7478,29.4228,38.7478,4.2020,1,5.224,12.002
20,DATA_20260214_090400.BIN,36.8649,45.0366,19.2079,45.0366,1.8920,1,24.752,28.626
21,DATA_20260214_090400.BIN,19.2079,31.1920,19.5410,31.1920,1.1880,1,9.773,16.315
22,DATA_20260214_090400.BIN,19.5410,38.2747,13.4994,38.2747,3.1790,1,14.567,19.529
23,DATA_20260214_090400.BIN,13.4994,31.2551,16.0399,31.2551,1.7600,1,10.133,10.281
24,DATA_20260214_090400.BIN,16.0399,31.8142,14.7119,31.8142,1.6170,1,18.911,20.151
25,DATA_20260214_090400.BIN,14.7119,40.2191,20.1882,40.2191,2.4970,1,19.247,20.223
26,DATA_20260214_090400.BIN,13.1447,31.7683,14.0637,31.7683,2.6950,1,9.913,11.694
27,DATA_20260214_090400.BIN,19.0382,31.0479,12.1127,31.0479,1.6720,1,18.523,18.617
28,DATA_20260214_090400.BIN,12.1127,33.8057,19.0578,33.8057,1.5840,1,10.328,13.839
29,DATA_20260214_090400.BIN,19.0578,61.7526,21.5854,61.7526,3.1020,1,17.070,17.095
30,DATA_20260214_090400.BIN,5.1554,67.3463,11.6271,67.3463,3.9160,1,65.904,87.981
31,DATA_20260214_090400.BIN,11.6271,23.1448,6.2584,23.1448,1.4740,1,49.929,78.339
32,DATA_20260214_090400.BIN,6.2584,14.3149,4.5591,14.3149,1.4630,1,40.447,68.404
33,DATA_20260214_090400.BIN,2.2846,13.7513,2.4054,13.7513,3.3770,1,40.089,58.585
34,DATA_20260214_090400.BIN,2.4054,11.6604,3.3636,11.6604,5.6100,1,37.138,53.842
35,DATA_20260214_090400.BIN,5.3494,13.8930,5.2232,13.8930,1.3970,1,29.642,49.813
36,DATA_20260214_090400.BIN,2.6548,13.1888,0.5326,13.1888,2.3870,1,34.258,46.797
37,DATA_20260214_090400.BIN,0.5326,48.1551,2.7022,48.1551,5.8410,1,28.424,42.292
38,DATA_20260214_090400.BIN,2.7022,9.9621,0.9832,9.9621,2.0900,1,22.923,38.283
39,DATA_20260214_090400.BIN,0.9832,16.3967,5.3154,16.3967,1.8370,1,20.772,30.619
40,DATA_20260214_090400.BIN,5.3154,14.6385,2.8695,14.6385,2.2770,1,21.390,27.000
41,DATA_20260214_090400.BIN,1.8126,12.3812,4.9357,12.3812,5.8080,1,20.860,28.616
42,DATA_20260214_090400.BIN,3.8431,35.4882,3.8912,35.4882,2.0130,1,13.187,24.833
43,DATA_20260214_090400.BIN,5.3242,30.8224,5.1302,30.8224,3.7950,1,26.707,31.669
44,DATA_20260214_090400.BIN,7.6944,18.7300,0.9338,18.7300,1.0780,1,18.295,29.020
45,DATA_20260214_090400.BIN,0.9338,27.2937,3.2084,27.2937,1.9470,1,19.735,25.811
46,DATA_20260214_090400.BIN,3.2084,13.2593,1.9958,13.2593,3.0470,1,14.597,21.678
47,DATA_20260214_090400.BIN,1.9958,12.9364,3.3346,12.9364,2.6950,1,10.093,12.410
48,DATA_20260214_090400.BIN,3.3162,14.9793,5.8501,14.9793,2.4970,1,14.679,16.798
49,DATA_20260214_090400.BIN,5.8501,12.1024,3.8937,12.1024,2.4200,1,16.209,18.058
50,DATA_20260214_090400.BIN,2.0644,19.0718,5.5020,19.0718,1.9140,1,10.818,15.437
51,DATA_20260214_090400.BIN,5.5020,67.3498,2.1102,67.3498,4.2130,1,8.750,16.897
52,DATA_20260214_090400.BIN,2.1102,16.1187,2.7798,16.1187,3.1680,1,7.828,9.123
53,DATA_20260214_090400.BIN,2.7798,16.0109,4.0224,16.0109,1.7710,1,7.828,9.915
54,DATA_20260214_090400.BIN,4.0224,57.5188,2.5678,57.5188,3.3110,1,11.148,11.409
55,DATA_20260214_090400.BIN,2.5678,56.2934,0.6917,56.2934,5.1040,1,14.496,16.014
56,DATA_20260214_090400.BIN,0.6917,11.7540,5.3290,11.7540,1.7600,1,0.760,2.568
57,DATA_20260214_090400.BIN,5.3290,17.7086,4.4654,17.7086,7.1390,1,6.211,6.451
58,DATA_20260214_090400.BIN,2.5090,14.4483,3.8958,14.4483,1.3200,1,5.860,6.716
59,DATA_20260214_090400.BIN,5.3309,12.2637,2.0503,12.2637,2.0680,1,9.310,9.310
60,DATA_20260214_090400.BIN,11.5437,58.3520,3.8727,58.3520,4.7080,1,15.249,16.280
61,DATA_20260214_090400.BIN,2.7875,12.1853,1.2532,12.1853,3.2120,1,3.203,3.589
62,DATA_20260214_090400.BIN,1.2532,80.0635,57.9495,80.0635,7.8980,1,5.483,5.787
63,DATA_20260214_090400.BIN,1.6593,21.0481,5.8225,21.0481,2.5630,1,8.223,10.031
64,DATA_20260214_090400.BIN,3.1140,18.3173,5.1578,18.3173,1.6940,1,6.035,6.620
