cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260208_092323.BIN,13.6785,32.5544,15.2459,32.5544,6.1930,1,7.189,8.443
1,DATA_20260208_092323.BIN,9.6809,32.6045,4.7316,32.6045,7.8320,1,17.081,17.842
2,DATA_20260208_092323.BIN,4.7316,13.2910,5.1437,13.2910,4.2570,1,15.956,17.736
3,DATA_20260208_092323.BIN,0.6118,22.8971,1.8245,22.8971,4.9720,1,17.755,19.028
4,DATA_20260208_092323.BIN,1.8245,12.5307,2.7826,12.5307,3.1350,1,16.292,17.630
5,DATA_20260208_092323.BIN,7.7779,19.1974,6.6908,19.1974,2.6620,1,6.531,9.162
6,DATA_20260208_092323.BIN,6.6908,14.7200,4.3317,14.7200,2.7830,1,9.132,12.790
7,DATA_20260208_092323.BIN,4.3317,21.0358,6.2612,21.0358,2.5630,1,8.726,12.488
8,DATA_20260208_092323.BIN,6.2612,14.9846,2.1842,14.9846,3.1570,1,6.102,7.601
9,DATA_20260208_092323.BIN,7.9470,15.4240,5.1747,15.4240,2.5960,1,3.034,10.225
10,DATA_20260208_092323.BIN,6.0882,20.1238,5.3923,20.1238,1.6390,1,5.822,6.861
11,DATA_20260208_092323.BIN,5.3923,19.6633,3.9955,19.6633,2.5410,1,5.943,10.640
12,DATA_20260208_092323.BIN,3.4146,31.8434,8.8218,31.8434,2.7280,1,15.386,18.231
13,DATA_20260208_092323.BIN,8.8218,23.3549,13.2011,23.3549,2.5190,1,9.632,9.743
14,DATA_20260208_092323.BIN,2.1329,28.1215,2.0069,28.1215,3.0470,1,7.361,9.167
15,DATA_20260208_092323.BIN,12.8853,36.6363,3.0596,36.6363,4.3010,1,21.722,28.751
16,DATA_20260208_092323.BIN,3.0596,15.7589,2.3476,15.7589,1.7490,1,4.961,5.158
17,DATA_20260208_092323.BIN,2.3476,30.9086,7.7748,30.9086,6.8860,1,9.191,9.219
18,DATA_20260208_092323.BIN,4.5688,27.1830,2.4246,27.1830,2.9810,1,2.240,5.466
19,DATA_20260208_092323.BIN,3.3728,21.0749,2.2517,21.0749,8.5690,1,2.490,2.490
20,DATA_20260208_092323.BIN,2.2517,17.9269,4.1659,17.9269,3.1680,1,2.989,5.063
21,DATA_20260208_092323.BIN,4.1659,16.1024,2.5688,16.1024,8.7340,1,0.919,2.747
22,DATA_20260208_092323.BIN,11.3414,17.9182,9.4977,17.9182,9.3940,1,20.232,20.538
23,DATA_20260208_092323.BIN,9.4977,17.1577,3.2572,17.1577,9.3280,1,14.918,14.966
24,DATA_20260208_092323.BIN,3.2572,21.9933,3.0770,21.9933,3.4540,1,7.143,7.367
25,DATA_20260208_092323.BIN,2.1443,18.5684,7.2296,18.5684,2.5960,1,4.291,4.450
26,DATA_20260208_092323.BIN,4.1092,18.2838,2.6208,18.2838,3.4760,1,4.065,5.273
27,DATA_20260208_092323.BIN,7.0415,20.5467,0.6184,20.5467,5.7310,1,11.293,11.489
28,DATA_20260208_092323.BIN,0.6184,15.6578,2.0856,15.6578,4.6640,1,1.962,1.965
29,DATA_20260208_092323.BIN,2.0856,13.9510,1.8177,13.9510,2.1560,1,2.448,3.840
30,DATA_20260208_092323.BIN,1.8177,25.6013,7.8560,25.6013,3.9600,1,2.221,2.554
31,DATA_20260208_092323.BIN,7.8560,16.8031,4.3372,16.8031,8.5690,1,10.522,10.700
32,DATA_20260208_092323.BIN,1.8840,11.6668,2.0998,11.6668,4.9280,1,2.218,4.906
33,DATA_20260208_092323.BIN,2.0998,31.8343,4.6440,31.8343,4.4880,1,2.278,2.312
34,DATA_20260208_092323.BIN,3.6091,15.0277,3.8136,15.0277,2.3100,1,7.301,8.842
