cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260325_060000.BIN,1.3798,3.6106,1.1071,3.6106,8.2830,1,4.043,4.235
1,DATA_20260325_130058.BIN,18.0887,22.6461,14.6816,22.6461,1.5290,1,34.168,34.675
2,DATA_20260325_130058.BIN,14.6816,21.2391,12.1989,21.2391,1.5290,1,28.785,28.938
3,DATA_20260325_130058.BIN,12.1989,41.7783,30.2165,41.7783,3.8940,1,35.735,35.747
4,DATA_20260325_130058.BIN,30.2165,34.6254,28.2258,34.6254,1.7050,1,19.126,19.730
5,DATA_20260325_130058.BIN,28.2258,41.7947,36.4550,41.7947,4.7190,1,20.068,20.069
6,DATA_20260325_130058.BIN,36.4550,46.2247,21.8141,46.2247,6.1380,1,8.113,8.705
7,DATA_20260325_130058.BIN,21.8141,35.7039,27.7347,35.7039,1.8590,1,38.392,38.460
8,DATA_20260325_130058.BIN,27.7347,35.9632,31.6423,35.9632,2.7170,1,14.870,16.218
9,DATA_20260325_130058.BIN,31.6423,52.3329,37.3585,52.3329,3.7290,1,8.226,10.449
10,DATA_20260325_130058.BIN,37.3585,87.6283,54.4250,87.6283,6.8090,1,10.141,11.048
11,DATA_20260325_130058.BIN,54.4250,87.3789,48.0164,87.3789,4.3450,1,32.194,32.220
12,DATA_20260325_130058.BIN,48.0164,56.1453,48.1732,56.1453,8.6240,1,21.897,21.913
13,DATA_20260325_130058.BIN,48.3624,89.4129,60.3593,89.4129,5.1040,1,22.825,22.831
14,DATA_20260325_130058.BIN,60.3593,78.1653,58.6251,78.1653,3.7290,1,29.660,30.705
15,DATA_20260325_130058.BIN,58.6251,88.3530,66.6522,88.3530,7.3370,1,26.578,26.589
16,DATA_20260325_130058.BIN,66.6522,88.7282,69.8860,88.7282,6.4240,1,39.038,39.627
17,DATA_20260325_130058.BIN,60.8203,89.7101,81.2925,89.7101,2.4090,1,23.739,24.149
18,DATA_20260325_130058.BIN,27.8933,43.5311,35.3160,43.5311,7.3040,1,22.982,23.525
19,DATA_20260325_130058.BIN,35.3160,47.7760,18.5903,47.7760,7.2710,1,9.141,10.274
20,DATA_20260325_130058.BIN,23.8791,38.4077,27.7727,38.4077,3.7070,1,20.970,22.497
21,DATA_20260325_130058.BIN,27.7727,89.7378,24.7086,89.7378,6.8200,1,19.611,23.600
22,DATA_20260325_130058.BIN,24.7086,34.6887,19.5066,34.6887,3.5200,1,16.857,17.287
23,DATA_20260325_130058.BIN,19.5066,29.9227,20.7719,29.9227,3.7180,1,22.540,23.276
24,DATA_20260325_130058.BIN,20.7719,75.4796,29.1874,75.4796,3.9820,1,17.587,18.069
25,DATA_20260325_130058.BIN,29.1874,48.9514,25.7944,48.9514,1.8480,1,9.803,10.126
26,DATA_20260325_130058.BIN,25.7944,42.2845,34.0158,42.2845,4.9170,1,12.844,12.958
27,DATA_20260325_130058.BIN,35.3548,44.2700,25.0092,44.2700,2.2770,1,8.658,8.659
28,DATA_20260325_130058.BIN,25.0092,76.6266,25.9951,76.6266,3.2560,1,10.677,10.691
29,DATA_20260325_130058.BIN,22.3466,37.2558,26.0168,37.2558,5.6100,1,11.933,13.957
30,DATA_20260325_130058.BIN,32.0059,51.4212,22.5421,51.4212,4.4660,1,7.259,9.173
31,DATA_20260325_130058.BIN,26.8355,49.3895,24.2065,49.3895,2.9040,1,6.385,7.150
32,DATA_20260325_130058.BIN,24.2065,41.6977,27.3297,41.6977,3.9380,1,10.125,10.218
33,DATA_20260325_130058.BIN,33.7553,44.7771,38.7222,44.7771,4.3890,1,5.941,6.185
34,DATA_20260325_130058.BIN,21.8438,54.3455,27.0171,54.3455,3.2010,1,10.907,11.762
35,DATA_20260325_130058.BIN,37.5004,76.9422,23.7322,76.9422,5.6320,1,16.262,17.513
36,DATA_20260325_130058.BIN,23.7322,46.1399,29.9014,46.1399,2.5190,1,7.843,8.191
37,DATA_20260325_130058.BIN,29.9014,39.4112,33.8204,39.4112,1.6170,1,4.941,4.971
38,DATA_20260325_130058.BIN,21.2937,32.0168,27.9081,32.0168,4.1250,1,9.917,10.602
39,DATA_20260325_130058.BIN,29.1942,35.7147,23.2731,35.7147,1.6500,1,2.908,3.574
40,DATA_20260325_130058.BIN,23.2731,43.8727,33.5158,43.8727,4.9390,1,6.822,7.535
41,DATA_20260325_130058.BIN,33.5158,61.2704,18.3166,61.2704,2.9590,1,6.847,7.281
42,DATA_20260325_130058.BIN,37.5269,43.1460,9.2751,43.1460,7.2050,1,11.596,12.115
43,DATA_20260325_130058.BIN,9.2751,23.6624,17.0198,23.6624,3.0580,1,26.542,28.735
44,DATA_20260325_130058.BIN,17.0198,53.6849,12.3002,53.6849,6.1600,1,13.401,16.688
45,DATA_20260325_130058.BIN,12.3002,28.0003,21.4522,28.0003,4.8840,1,18.632,21.591
46,DATA_20260325_130058.BIN,21.4522,26.5256,13.5287,26.5256,1.9910,1,4.949,11.598
47,DATA_20260325_130058.BIN,13.5287,34.5827,21.8600,34.5827,7.2600,1,14.341,15.840
48,DATA_20260325_130058.BIN,21.8600,67.8491,41.6036,67.8491,3.7620,1,3.770,12.162
49,DATA_20260325_130058.BIN,41.6036,65.2393,16.1814,65.2393,7.7220,1,22.257,22.264
50,DATA_20260325_130058.BIN,22.0482,38.7891,22.6801,38.7891,5.5660,1,4.411,10.798
51,DATA_20260325_130058.BIN,22.6801,32.2438,20.6522,32.2438,3.6520,1,3.200,3.970
52,DATA_20260325_130058.BIN,20.6522,25.0811,19.8900,25.0811,1.8040,1,8.350,10.793
53,DATA_20260325_130058.BIN,23.8181,61.9530,30.9625,61.9530,8.3820,1,3.643,7.325
54,DATA_20260325_130058.BIN,30.9625,71.6245,34.1993,71.6245,4.2900,1,8.252,9.394
55,DATA_20260325_130058.BIN,6.5103,39.0174,1.8137,39.0174,2.4860,1,50.400,99.047
56,DATA_20260325_130058.BIN,5.9709,30.1493,1.5401,30.1493,5.7640,1,48.995,93.609
57,DATA_20260325_130058.BIN,1.5401,9.5831,3.5947,9.5831,2.1560,1,50.531,83.929
58,DATA_20260325_130058.BIN,1.1952,35.7852,1.3492,35.7852,6.7760,1,51.792,81.048
59,DATA_20260325_130058.BIN,1.3492,10.3647,0.5816,10.3647,8.9760,1,47.176,73.660
60,DATA_20260325_130058.BIN,0.5816,24.4164,6.1135,24.4164,2.6730,1,40.711,63.260
61,DATA_20260325_130058.BIN,2.8475,31.8500,5.1562,31.8500,6.3140,1,36.494,53.438
62,DATA_20260325_130058.BIN,5.1562,9.9971,3.3177,9.9971,4.2680,1,35.573,54.060
63,DATA_20260325_130058.BIN,1.8948,15.7867,1.4317,15.7867,5.8300,1,27.848,46.506
64,DATA_20260325_130058.BIN,1.0842,25.7785,1.8917,25.7785,5.5440,1,27.488,43.983
65,DATA_20260325_130058.BIN,1.8917,11.4707,4.2485,11.4707,3.4980,1,19.977,34.402
66,DATA_20260325_130058.BIN,4.2485,42.7578,1.0884,42.7578,6.8200,1,23.202,34.876
67,DATA_20260325_130058.BIN,0.2961,7.9719,1.7482,7.9719,2.5850,1,25.098,37.383
68,DATA_20260325_130058.BIN,1.7482,10.8061,1.4602,10.8061,5.9070,1,19.121,30.781
69,DATA_20260325_130058.BIN,1.4602,28.8163,2.5899,28.8163,9.5700,1,21.187,32.865
70,DATA_20260325_130058.BIN,2.2297,8.8239,0.9745,8.8239,4.6750,1,16.078,24.696
71,DATA_20260325_130058.BIN,0.9745,9.3167,0.9759,9.3167,2.5850,1,18.963,27.291
72,DATA_20260325_130058.BIN,0.9759,7.4427,1.5306,7.4427,7.8210,1,12.375,18.449
73,DATA_20260325_130058.BIN,2.3753,10.7250,2.1474,10.7250,1.7050,1,11.006,18.157
74,DATA_20260325_130058.BIN,2.1474,7.6110,0.4005,7.6110,3.8610,1,12.418,17.006
75,DATA_20260325_130058.BIN,2.0013,7.6815,1.9039,7.6815,4.4880,1,4.886,10.403
76,DATA_20260325_130058.BIN,1.9039,27.5756,0.8916,27.5756,5.1370,1,6.751,9.375
77,DATA_20260325_130058.BIN,2.7746,14.7730,1.4353,14.7730,1.8370,1,10.021,17.937
78,DATA_20260325_130058.BIN,1.4353,33.3620,1.6438,33.3620,4.0810,1,6.044,9.849
79,DATA_20260325_130058.BIN,1.6438,6.3264,1.2147,6.3264,2.9260,1,14.043,20.511
80,DATA_20260325_130058.BIN,1.2147,10.0357,0.7843,10.0357,8.3270,1,11.547,15.887
81,DATA_20260325_130058.BIN,0.7843,8.5959,1.7433,8.5959,5.4780,1,3.286,4.177
82,DATA_20260325_130058.BIN,1.6827,12.7313,3.6019,12.7313,2.1560,1,12.001,14.945
83,DATA_20260325_130058.BIN,3.6019,22.9545,4.9699,22.9545,5.3570,1,4.904,7.822
84,DATA_20260325_130058.BIN,1.6358,20.6676,5.2432,20.6676,2.3210,1,1.587,2.963
85,DATA_20260325_130058.BIN,1.1470,8.0055,0.7983,8.0055,2.1010,1,1.024,1.183
86,DATA_20260325_130058.BIN,0.7983,16.5309,1.5178,16.5309,7.6780,1,2.243,2.315
87,DATA_20260325_130058.BIN,1.5178,7.0434,1.5128,7.0434,6.5230,1,6.721,10.059
88,DATA_20260325_130058.BIN,2.1847,23.7083,1.0624,23.7083,9.2400,1,8.155,10.228
89,DATA_20260325_130058.BIN,1.0624,9.9964,2.7553,9.9964,4.5430,1,4.074,5.841
90,DATA_20260325_130058.BIN,2.7553,12.4252,3.4416,12.4252,4.1030,1,9.054,9.571
91,DATA_20260325_130058.BIN,3.4416,10.4571,2.3445,10.4571,2.3650,1,5.574,5.683
92,DATA_20260325_130058.BIN,0.5210,6.8241,1.2463,6.8241,4.5980,1,5.061,7.635
93,DATA_20260325_130058.BIN,1.2463,16.5733,7.9883,16.5733,1.5510,1,1.264,2.569
94,DATA_20260325_130058.BIN,1.1795,12.7693,0.6088,12.7693,3.6850,1,4.027,4.678
95,DATA_20260325_130058.BIN,0.0214,32.1993,0.9330,32.1993,5.6100,1,4.140,5.775
96,DATA_20260325_130058.BIN,0.9330,9.5762,2.2152,9.5762,6.6770,1,4.192,4.846
97,DATA_20260325_130058.BIN,1.2549,31.9398,1.9375,31.9398,6.8530,1,3.550,3.557
98,DATA_20260325_130058.BIN,2.3841,9.7664,0.2800,9.7664,5.9400,1,8.172,9.815
99,DATA_20260325_130058.BIN,2.3161,12.1420,0.7475,12.1420,4.5100,1,2.775,3.842
100,DATA_20260325_130058.BIN,0.7475,9.5372,1.1486,9.5372,4.5650,1,2.839,2.923
101,DATA_20260325_130058.BIN,1.1486,16.7271,1.5209,16.7271,3.1350,1,5.160,7.292
102,DATA_20260325_130058.BIN,1.5209,10.9718,2.3397,10.9718,6.2700,1,1.942,2.232
103,DATA_20260325_130058.BIN,2.3397,15.0410,0.3470,15.0410,8.5910,1,3.163,3.597
104,DATA_20260325_130058.BIN,1.5028,6.5140,1.4491,6.5140,3.6630,1,2.836,2.867
105,DATA_20260325_130058.BIN,1.4491,9.4983,4.4012,9.4983,4.2680,1,2.639,2.651
106,DATA_20260325_130058.BIN,4.4012,8.1152,1.2223,8.1152,2.5960,1,6.531,6.573
107,DATA_20260325_130058.BIN,1.2223,7.9683,1.4224,7.9683,2.2000,1,2.460,2.483
108,DATA_20260325_130058.BIN,1.4224,28.1406,21.5360,28.1406,3.5860,1,4.597,4.825
109,DATA_20260325_130058.BIN,21.5360,32.9598,1.9742,32.9598,9.7130,1,26.208,28.336
110,DATA_20260325_130058.BIN,2.3261,11.1008,1.4912,11.1008,2.3540,1,1.729,2.401
111,DATA_20260325_130058.BIN,1.4912,19.8495,0.7107,19.8495,2.9920,1,3.671,4.810
112,DATA_20260325_130058.BIN,2.3272,14.4170,0.6660,14.4170,9.3610,1,6.389,7.916
113,DATA_20260325_130058.BIN,0.6660,8.5294,1.1809,8.5294,4.7740,1,2.914,5.479
114,DATA_20260325_130058.BIN,1.1809,9.0413,2.0628,9.0413,6.9300,1,2.993,4.033
115,DATA_20260325_130058.BIN,2.0628,11.2409,0.7090,11.2409,2.8160,1,4.102,4.574
116,DATA_20260325_130058.BIN,3.0437,29.9031,1.0780,29.9031,7.4910,1,7.555,7.681
117,DATA_20260325_130058.BIN,1.0780,9.3607,2.6130,9.3607,2.0570,1,4.871,4.883
118,DATA_20260325_130058.BIN,2.6130,8.3403,2.5243,8.3403,3.2120,1,2.721,4.700
119,DATA_20260325_130058.BIN,2.5243,19.9060,8.7354,19.9060,3.6520,1,3.291,5.365
120,DATA_20260325_130058.BIN,5.9917,26.0850,5.1506,26.0850,1.7710,1,7.944,8.176
121,DATA_20260325_130058.BIN,1.7008,10.0510,2.5440,10.0510,2.1670,1,4.849,5.749
122,DATA_20260325_130058.BIN,3.4615,19.1454,1.2348,19.1454,1.7710,1,0.930,6.071
123,DATA_20260325_130058.BIN,1.2348,12.9191,2.9171,12.9191,2.8820,1,1.148,2.201
124,DATA_20260325_130058.BIN,2.1261,21.0212,2.9204,21.0212,2.2660,1,6.673,7.189
125,DATA_20260325_130058.BIN,2.9204,7.8531,2.7270,7.8531,5.7310,1,5.817,5.957
126,DATA_20260325_130058.BIN,0.5006,19.0961,2.7086,19.0961,1.8810,1,7.743,10.040
127,DATA_20260325_130058.BIN,2.7086,9.5204,3.6359,9.5204,3.4980,1,7.773,10.884
128,DATA_20260325_130058.BIN,3.6359,8.9151,2.2748,8.9151,7.4140,1,5.195,5.780
129,DATA_20260325_130058.BIN,8.0512,16.2125,1.0762,16.2125,1.9910,1,18.278,18.299
130,DATA_20260325_130058.BIN,2.9496,9.0263,4.6811,9.0263,9.3060,1,2.904,6.359
131,DATA_20260325_130058.BIN,2.6108,10.0436,5.4607,10.0436,7.9090,1,6.408,7.678
132,DATA_20260325_130058.BIN,5.4607,11.5086,3.6100,11.5086,1.9690,1,6.688,11.464
133,DATA_20260325_130058.BIN,1.9250,13.5737,3.3423,13.5737,1.4520,1,6.250,6.589
134,DATA_20260325_130058.BIN,3.3423,14.3335,3.9905,14.3335,1.7600,1,2.727,3.368
135,DATA_20260325_130058.BIN,3.9905,12.2457,2.2504,12.2457,8.9320,1,6.005,9.181
136,DATA_20260325_130058.BIN,2.2504,10.9083,1.1990,10.9083,2.6950,1,10.370,13.434
137,DATA_20260325_130058.BIN,3.9996,12.3890,2.1875,12.3890,4.7080,1,4.087,7.063
138,DATA_20260325_130058.BIN,2.1875,9.5895,0.3296,9.5895,2.4640,1,7.840,8.134
139,DATA_20260325_130058.BIN,5.3889,10.8433,3.6643,10.8433,1.8370,1,13.361,14.827
140,DATA_20260325_140009.BIN,2.8075,33.9823,0.7890,33.9823,3.6630,1,24.207,26.380
141,DATA_20260325_140009.BIN,0.7890,20.5608,3.4924,20.5608,2.3980,1,24.242,28.853
142,DATA_20260325_140009.BIN,3.4924,30.5669,1.9395,30.5669,1.4410,1,19.408,28.352
143,DATA_20260325_140009.BIN,1.9395,33.9350,8.9717,33.9350,5.5330,1,19.303,27.358
144,DATA_20260325_140009.BIN,8.9717,26.9122,4.8392,26.9122,2.8160,1,21.212,25.488
145,DATA_20260325_140009.BIN,8.0019,28.5910,9.1093,28.5910,1.9250,1,12.197,12.201
146,DATA_20260325_140009.BIN,9.1093,31.2458,4.7636,31.2458,4.7520,1,14.104,14.142
147,DATA_20260325_140009.BIN,4.7636,29.4943,6.2846,29.4943,4.2900,1,18.490,18.680
148,DATA_20260325_140009.BIN,29.3117,40.1706,29.8197,40.1706,5.7420,1,105.668,105.713
149,DATA_20260325_140009.BIN,0.5215,20.5841,4.6579,20.5841,2.2990,1,12.780,12.844
150,DATA_20260325_140009.BIN,1.3008,33.5664,3.1150,33.5664,4.4660,1,8.290,8.602
151,DATA_20260325_140009.BIN,3.1150,16.9773,2.5104,16.9773,8.8110,1,10.985,11.488
152,DATA_20260325_140009.BIN,2.5104,36.8980,4.0171,36.8980,3.0470,1,8.415,8.431
153,DATA_20260325_140009.BIN,8.3925,32.4737,6.1667,32.4737,2.6730,1,17.576,17.655
154,DATA_20260325_140009.BIN,6.1667,29.0639,6.7403,29.0639,3.2340,1,10.636,14.388
155,DATA_20260325_140009.BIN,2.8274,33.1900,7.4591,33.1900,2.1670,1,1.346,1.741
156,DATA_20260325_140009.BIN,7.4591,37.7484,11.0589,37.7484,7.4030,1,23.925,32.344
157,DATA_20260325_140009.BIN,11.0589,69.8012,51.7304,69.8012,4.8510,1,10.224,26.788
158,DATA_20260325_140009.BIN,58.1908,68.8124,49.6049,68.8124,3.1460,1,81.967,126.508
159,DATA_20260325_140009.BIN,5.8952,26.9359,11.2691,26.9359,1.3310,1,18.343,18.653
160,DATA_20260325_140009.BIN,11.2691,24.0364,7.4233,24.0364,9.5150,1,23.938,25.585
161,DATA_20260325_140009.BIN,7.4233,31.0441,4.3250,31.0441,5.0930,1,14.610,18.546
162,DATA_20260325_140009.BIN,5.4655,31.5017,10.5677,31.5017,3.5860,1,14.502,14.524
163,DATA_20260325_140009.BIN,10.5677,31.0391,3.0189,31.0391,7.0070,1,18.589,20.361
164,DATA_20260325_140009.BIN,3.0189,32.4960,15.3819,32.4960,8.4810,1,4.455,9.961
165,DATA_20260325_140009.BIN,15.3819,31.3586,8.0380,31.3586,6.3910,1,22.424,23.027
166,DATA_20260325_140009.BIN,2.4764,18.4404,6.9399,18.4404,4.1910,1,1.783,2.344
167,DATA_20260325_140009.BIN,6.9399,32.5965,8.5119,32.5965,8.9100,1,8.679,8.708
168,DATA_20260325_140009.BIN,8.5119,31.1525,1.2320,31.1525,7.5130,1,10.913,13.782
169,DATA_20260325_140009.BIN,8.8776,33.5635,0.7287,33.5635,9.7240,1,11.030,11.945
170,DATA_20260325_140009.BIN,0.7287,23.5052,4.9464,23.5052,3.8170,1,2.008,6.006
171,DATA_20260325_140009.BIN,4.9464,18.5745,3.1658,18.5745,2.8710,1,10.496,13.053
172,DATA_20260325_140009.BIN,6.4373,31.9016,2.2207,31.9016,4.7740,1,13.161,13.741
173,DATA_20260325_140009.BIN,8.3932,29.5175,9.9622,29.5175,2.4530,1,14.244,14.616
174,DATA_20260325_140009.BIN,2.5942,34.6425,0.6588,34.6425,5.2250,1,4.242,4.762
175,DATA_20260325_140009.BIN,1.2887,34.8054,3.3956,34.8054,8.5910,1,2.041,2.251
176,DATA_20260325_140009.BIN,2.0947,25.1694,2.6500,25.1694,5.5220,1,2.917,3.459
177,DATA_20260325_140009.BIN,2.6500,18.9257,5.1146,18.9257,4.4110,1,3.400,5.606
178,DATA_20260325_140009.BIN,5.1146,53.2197,11.5122,53.2197,8.6240,1,9.476,11.250
179,DATA_20260325_140009.BIN,11.5122,32.7320,9.0151,32.7320,5.9620,1,13.237,14.223
180,DATA_20260325_140009.BIN,3.1300,15.2111,2.6888,15.2111,8.8110,1,6.532,9.548
181,DATA_20260325_140009.BIN,3.9240,33.4030,2.8904,33.4030,4.0480,1,3.498,3.521
182,DATA_20260325_140009.BIN,4.7675,20.1291,7.1181,20.1291,6.8310,1,5.166,6.815
183,DATA_20260325_140009.BIN,7.1181,39.8258,23.6038,39.8258,5.7640,1,7.172,7.186
184,DATA_20260325_140009.BIN,23.6038,37.3965,10.4019,37.3965,3.2450,1,24.466,25.100
185,DATA_20260325_140009.BIN,10.4019,28.2591,1.8370,28.2591,7.9090,1,8.769,9.558
186,DATA_20260325_140009.BIN,1.8370,39.3581,8.3244,39.3581,6.9300,1,5.684,5.754
187,DATA_20260325_140009.BIN,8.3244,23.9815,7.3647,23.9815,5.4670,1,15.902,16.268
188,DATA_20260325_140009.BIN,12.6944,42.1289,23.9146,42.1289,5.3130,1,16.472,23.253
189,DATA_20260325_140009.BIN,5.7811,40.0779,22.4995,40.0779,4.4770,1,12.503,14.344
190,DATA_20260325_140009.BIN,5.9641,37.4083,8.3816,37.4083,6.5230,1,11.562,17.384
191,DATA_20260325_140009.BIN,8.3816,37.6810,5.2474,37.6810,2.6620,1,8.594,15.624
192,DATA_20260325_140009.BIN,5.2474,21.9334,1.0454,21.9334,8.8330,1,3.453,4.820
193,DATA_20260325_140009.BIN,1.0454,24.0975,10.7707,24.0975,9.1520,1,2.562,3.907
194,DATA_20260325_140009.BIN,10.7707,21.1174,7.7269,21.1174,7.2490,1,13.757,15.164
195,DATA_20260325_140009.BIN,14.1064,43.6597,12.0231,43.6597,7.6340,1,12.486,13.615
196,DATA_20260325_140009.BIN,12.0231,26.7923,4.5865,26.7923,7.0510,1,9.862,10.548
197,DATA_20260325_140009.BIN,4.4453,36.8338,1.2648,36.8338,3.9710,1,11.533,17.396
198,DATA_20260325_140009.BIN,1.2648,15.7358,1.6255,15.7358,3.6740,1,3.452,5.118
199,DATA_20260325_140009.BIN,1.6255,34.6073,2.3969,34.6073,7.1060,1,2.553,5.985
200,DATA_20260325_140009.BIN,2.3969,59.9540,7.2150,59.9540,4.7630,1,3.415,3.433
201,DATA_20260325_140009.BIN,7.2150,21.0452,6.1439,21.0452,7.6560,1,146.444,147.028
202,DATA_20260325_140009.BIN,12.5427,25.4454,10.3726,25.4454,2.5190,1,124.013,125.139
203,DATA_20260325_150000.BIN,77.7288,84.8611,73.9659,84.8611,5.0270,1,83.755,90.119
204,DATA_20260325_150000.BIN,78.2250,91.8969,11.9729,91.8969,3.2010,1,56.606,63.260
205,DATA_20260325_150000.BIN,11.9729,90.3502,33.4449,90.3502,1.8370,1,53.151,101.801
206,DATA_20260325_150000.BIN,33.4449,75.6332,1.2780,75.6332,2.5300,1,21.065,21.134
207,DATA_20260325_150000.BIN,1.2780,13.1638,5.4543,13.1638,1.6500,1,70.301,73.444
208,DATA_20260325_150000.BIN,1.3872,11.1173,0.7742,11.1173,6.9190,1,112.621,115.506
209,DATA_20260325_150000.BIN,0.7742,42.6119,19.8036,42.6119,5.3020,1,107.393,110.056
210,DATA_20260325_150000.BIN,19.8036,36.7393,4.4733,36.7393,3.6190,1,132.111,133.854
211,DATA_20260325_150000.BIN,4.4733,9.7119,4.0689,9.7119,6.6660,1,79.886,81.267
212,DATA_20260325_150000.BIN,4.0689,28.5080,1.9426,28.5080,5.0930,1,74.681,75.593
