cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260318_095643.BIN,26.3928,32.9519,26.5072,32.9519,2.0570,1,4.900,5.514
1,DATA_20260318_095643.BIN,26.5072,30.8725,25.3457,30.8725,0.8690,1,8.645,8.662
2,DATA_20260318_095643.BIN,25.3457,40.1801,27.4890,40.1801,2.5080,1,2.858,3.389
3,DATA_20260318_095643.BIN,27.4890,31.8239,25.1631,31.8239,1.6720,1,2.994,3.590
4,DATA_20260318_095643.BIN,25.1631,30.7773,24.2900,30.7773,1.5510,1,3.449,4.344
5,DATA_20260318_095643.BIN,24.2900,28.7134,19.7590,28.7134,1.5620,1,4.082,4.617
6,DATA_20260318_095643.BIN,19.7590,28.7100,24.7553,28.7100,1.2210,1,8.464,8.491
7,DATA_20260318_095643.BIN,24.7553,32.7877,26.8912,32.7877,1.4630,1,4.684,7.321
8,DATA_20260318_095643.BIN,26.8912,32.6479,22.2749,32.6479,1.1110,1,0.980,1.004
9,DATA_20260318_095643.BIN,22.2749,32.4782,25.3745,32.4782,1.0010,1,4.598,5.020
10,DATA_20260318_095643.BIN,25.3745,32.0747,21.3788,32.0747,1.1330,1,5.473,7.234
11,DATA_20260318_095643.BIN,21.3788,30.4186,22.0603,30.4186,0.9350,1,5.051,5.079
12,DATA_20260318_095643.BIN,22.0603,30.5525,22.9160,30.5525,1.0010,1,7.239,7.764
13,DATA_20260318_095643.BIN,22.9160,34.0066,25.8601,34.0066,1.1440,1,4.940,5.726
14,DATA_20260318_095643.BIN,25.8601,30.9129,26.2341,30.9129,1.0010,1,2.604,3.905
15,DATA_20260318_095643.BIN,26.2341,75.4997,25.5294,75.4997,7.3480,1,1.920,1.956
16,DATA_20260318_095643.BIN,25.5294,35.2740,23.9283,35.2740,2.9480,1,10.937,10.941
17,DATA_20260318_095643.BIN,23.9283,29.3897,21.9702,29.3897,0.9350,1,3.311,3.756
18,DATA_20260318_095643.BIN,21.9702,29.1318,22.6144,29.1318,1.0340,1,4.409,4.438
19,DATA_20260318_095643.BIN,22.6144,29.1886,24.2135,29.1886,0.9790,1,3.198,3.358
20,DATA_20260318_095643.BIN,24.2135,56.8574,12.9414,56.8574,4.0590,1,0.208,1.702
21,DATA_20260318_095643.BIN,12.9414,29.2353,26.2811,29.2353,2.5850,1,13.546,14.098
22,DATA_20260318_095643.BIN,25.1023,33.0952,23.7556,33.0952,3.5090,1,4.918,8.848
23,DATA_20260318_095643.BIN,23.7556,35.3234,27.4252,35.3234,9.5150,1,3.489,7.250
24,DATA_20260318_095643.BIN,27.4252,74.5820,5.3280,74.5820,8.6350,1,4.445,6.985
25,DATA_20260318_095643.BIN,5.3280,13.2922,10.4584,13.2922,1.3640,1,36.217,36.558
26,DATA_20260318_095643.BIN,10.4584,12.9182,11.7796,12.9182,2.4640,1,41.549,42.002
27,DATA_20260318_100000.BIN,8.6341,15.7550,0.6480,15.7550,5.0050,1,71.060,73.078
28,DATA_20260318_100000.BIN,0.6480,9.5007,0.2382,9.5007,8.1290,1,47.576,56.053
29,DATA_20260318_100000.BIN,0.2382,10.2783,1.0031,10.2783,6.6770,1,43.309,44.936
30,DATA_20260318_100000.BIN,0.6173,20.9728,14.8522,20.9728,4.9940,1,37.488,37.706
