cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260310_130000.BIN,40.5399,49.1898,29.1404,49.1898,4.3560,1,25.674,30.273
1,DATA_20260310_130000.BIN,29.1404,38.8202,25.5931,38.8202,1.1000,1,9.418,13.062
2,DATA_20260310_130000.BIN,25.5931,43.0818,30.7828,43.0818,4.5210,1,19.244,19.866
3,DATA_20260310_130000.BIN,30.7828,60.8701,26.0326,60.8701,3.4100,1,25.402,29.548
4,DATA_20260310_130000.BIN,26.0326,59.1795,12.8292,59.1795,1.3640,1,112.952,168.893
5,DATA_20260310_140000.BIN,2.2605,80.5826,69.4402,80.5826,5.2800,1,70.065,70.773
6,DATA_20260310_140000.BIN,65.7687,86.0739,35.5044,86.0739,4.3340,1,38.906,62.750
7,DATA_20260310_140000.BIN,67.3132,93.7841,63.3244,93.7841,0.8140,1,148.488,155.466
8,DATA_20260310_140000.BIN,63.3244,88.1509,72.3133,88.1509,1.8810,1,9.144,32.057
9,DATA_20260310_140000.BIN,72.3133,93.5747,71.8183,93.5747,9.2950,1,20.438,20.438
10,DATA_20260310_140000.BIN,71.8183,80.4315,67.7895,80.4315,2.6730,1,55.416,74.928
11,DATA_20260310_140000.BIN,67.7895,78.9536,72.5536,78.9536,1.4300,1,55.894,76.665
12,DATA_20260310_140000.BIN,72.5536,78.2504,64.7457,78.2504,1.7820,1,30.054,38.101
13,DATA_20260310_140000.BIN,64.7457,82.0538,75.0182,82.0538,6.0610,1,43.622,64.515
14,DATA_20260310_140000.BIN,82.2552,86.2128,79.7442,86.2128,2.8820,1,30.118,30.356
15,DATA_20260310_140000.BIN,79.7442,94.4178,67.6728,94.4178,1.9030,1,60.418,61.006
16,DATA_20260310_140000.BIN,67.6728,78.2562,53.9698,78.2562,2.4970,1,86.621,89.241
17,DATA_20260310_140000.BIN,53.9698,78.0478,45.2982,78.0478,2.5960,1,83.258,91.643
18,DATA_20260310_140000.BIN,41.2577,47.0691,43.2275,47.0691,3.3880,1,145.637,146.552
19,DATA_20260310_140000.BIN,48.2974,60.8779,1.7281,60.8779,1.7490,1,143.676,143.786
20,DATA_20260310_140000.BIN,1.7281,57.9177,12.4483,57.9177,1.7820,1,133.519,148.159
21,DATA_20260310_140000.BIN,12.4483,89.9724,64.5804,89.9724,2.7940,1,129.086,176.918
22,DATA_20260310_140000.BIN,64.5804,86.6098,3.4142,86.6098,1.9910,1,80.896,153.654
23,DATA_20260310_140000.BIN,3.4142,20.5126,9.1293,20.5126,2.1010,1,126.505,131.808
24,DATA_20260310_140000.BIN,9.1293,29.6589,5.1102,29.6589,2.3210,1,80.388,125.180
25,DATA_20260310_140000.BIN,5.1102,11.3177,2.4464,11.3177,2.0130,1,126.955,132.465
26,DATA_20260310_140000.BIN,2.4464,49.3231,23.8310,49.3231,3.0690,1,117.709,123.359
27,DATA_20260310_140000.BIN,23.8310,45.8937,15.3903,45.8937,1.5070,1,97.820,121.461
28,DATA_20260310_140000.BIN,3.0620,23.7256,5.6476,23.7256,1.5840,1,76.577,77.831
29,DATA_20260310_140000.BIN,5.6476,12.1100,4.3698,12.1100,2.2000,1,95.791,96.780
30,DATA_20260310_140000.BIN,1.6674,21.1840,3.9852,21.1840,4.3230,1,90.277,91.419
31,DATA_20260310_140000.BIN,4.3711,10.8360,4.3969,10.8360,4.4440,1,58.135,58.212
32,DATA_20260310_140000.BIN,4.2155,11.1674,5.1558,11.1674,7.2930,1,69.208,69.350
33,DATA_20260310_140000.BIN,2.5804,12.3576,0.8177,12.3576,7.9200,1,61.378,62.135
34,DATA_20260310_140000.BIN,0.8177,36.4759,2.8992,36.4759,7.5460,1,60.903,61.527
35,DATA_20260310_140000.BIN,1.7076,16.4332,2.5073,16.4332,2.9040,1,63.011,63.700
36,DATA_20260310_140000.BIN,2.5073,9.1144,0.5842,9.1144,2.2220,1,46.752,47.310
37,DATA_20260310_140000.BIN,4.1304,16.7547,2.4989,16.7547,5.1150,1,58.673,58.958
38,DATA_20260310_140000.BIN,2.4989,8.6604,2.4880,8.6604,3.6080,1,36.295,36.447
39,DATA_20260310_140000.BIN,2.4880,8.8660,1.2974,8.8660,8.7230,1,31.498,31.666
40,DATA_20260310_140000.BIN,4.0050,15.1780,3.8962,15.1780,4.3340,1,26.107,26.403
41,DATA_20260310_140000.BIN,1.5306,12.6552,2.2210,12.6552,2.0130,1,38.327,38.698
42,DATA_20260310_140000.BIN,2.2210,30.1027,2.4544,30.1027,3.4760,1,31.421,32.296
43,DATA_20260310_140000.BIN,6.0072,14.9396,6.8997,14.9396,2.2220,1,16.423,16.922
44,DATA_20260310_140000.BIN,1.3851,6.1625,2.0727,6.1625,3.7840,1,21.902,22.134
45,DATA_20260310_140000.BIN,3.0838,39.6173,1.4530,39.6173,8.2170,1,19.064,19.075
46,DATA_20260310_140000.BIN,2.4840,14.3305,4.3229,14.3305,1.6610,1,22.007,22.012
47,DATA_20260310_140000.BIN,4.5329,21.1580,1.3190,21.1580,2.8930,1,19.574,21.303
48,DATA_20260310_140000.BIN,2.6681,6.6989,1.0058,6.6989,4.1030,1,9.562,9.563
49,DATA_20260310_140000.BIN,0.8502,7.8042,3.4741,7.8042,2.7060,1,19.632,19.911
50,DATA_20260310_140000.BIN,3.6211,17.1828,3.3350,17.1828,4.7740,1,17.679,17.686
51,DATA_20260310_140000.BIN,3.3350,13.3672,3.6311,13.3672,2.7720,1,1.606,1.737
52,DATA_20260310_140000.BIN,3.6311,8.6167,3.5329,8.6167,4.6640,1,3.293,3.316
53,DATA_20260310_140000.BIN,3.5329,11.5852,5.0160,11.5852,2.0460,1,7.149,7.152
54,DATA_20260310_140000.BIN,3.8265,15.3385,3.2810,15.3385,2.8160,1,8.075,8.122
55,DATA_20260310_140000.BIN,3.2810,9.5078,3.1580,9.5078,1.1110,1,8.162,8.278
56,DATA_20260310_140000.BIN,3.1580,7.8212,3.6479,7.8212,5.0050,1,4.219,4.413
57,DATA_20260310_140000.BIN,3.6479,10.2605,0.6544,10.2605,1.9580,1,2.529,2.546
58,DATA_20260310_140000.BIN,0.6544,40.3431,1.1424,40.3431,7.3590,1,15.634,15.949
59,DATA_20260310_140000.BIN,6.6437,11.7050,3.5638,11.7050,6.9190,1,5.290,8.440
60,DATA_20260310_140000.BIN,3.5638,12.5155,1.3832,12.5155,4.6200,1,8.351,9.344
61,DATA_20260310_140000.BIN,5.7730,17.1831,1.9496,17.1831,2.8050,1,25.115,28.256
62,DATA_20260310_140000.BIN,1.9496,14.9157,7.7005,14.9157,8.9320,1,21.717,22.555
63,DATA_20260310_140000.BIN,7.7005,15.8364,5.4635,15.8364,1.3640,1,25.234,27.095
64,DATA_20260310_140000.BIN,5.4635,51.4118,4.4626,51.4118,5.2800,1,10.648,13.363
65,DATA_20260310_140000.BIN,4.4626,15.5798,7.5977,15.5798,1.1770,1,9.263,11.732
66,DATA_20260310_140000.BIN,10.2145,19.5471,1.5227,19.5471,6.2480,1,23.809,25.160
67,DATA_20260310_140000.BIN,0.5580,6.0852,0.7342,6.0852,7.1500,1,4.269,4.369
68,DATA_20260310_140000.BIN,0.7342,27.8470,5.8906,27.8470,3.4430,1,9.653,9.664
69,DATA_20260310_140000.BIN,5.8906,54.2654,10.3941,54.2654,6.8970,1,9.381,11.630
70,DATA_20260310_140000.BIN,9.9291,17.2362,4.1227,17.2362,3.0470,1,15.627,17.871
71,DATA_20260310_140000.BIN,4.1227,13.3449,4.5932,13.3449,2.4530,1,34.602,34.606
72,DATA_20260310_140000.BIN,4.5932,19.1140,4.3325,19.1140,5.3680,1,16.049,16.061
73,DATA_20260310_140000.BIN,10.3420,21.1287,4.8299,21.1287,7.0840,1,8.556,10.793
74,DATA_20260310_140000.BIN,8.9404,51.6977,4.0775,51.6977,5.1920,1,14.239,17.265
75,DATA_20260310_140000.BIN,6.0537,15.6356,4.2921,15.6356,2.2330,1,50.753,50.807
76,DATA_20260310_150000.BIN,0.9053,22.5262,11.7914,22.5262,3.5750,1,66.064,67.926
77,DATA_20260310_150000.BIN,7.1988,19.9939,4.5228,19.9939,7.4360,1,47.216,50.088
78,DATA_20260310_150000.BIN,6.5914,17.3966,5.5611,17.3966,6.8640,1,62.281,62.311
79,DATA_20260310_150000.BIN,2.3530,30.7605,1.7167,30.7605,5.5990,1,49.646,49.655
80,DATA_20260310_150000.BIN,6.5246,29.1936,8.6869,29.1936,3.8500,1,64.267,64.301
81,DATA_20260310_150000.BIN,5.2899,17.0874,6.9797,17.0874,7.7660,1,60.432,60.519
82,DATA_20260310_160000.BIN,5.0237,16.5796,1.7720,16.5796,4.0480,1,27.880,44.241
83,DATA_20260310_160000.BIN,1.4632,13.0945,1.6326,13.0945,8.1180,1,27.274,35.898
84,DATA_20260310_160000.BIN,1.6326,12.0288,2.6101,12.0288,6.0390,1,22.341,29.724
85,DATA_20260310_160000.BIN,2.6101,21.1789,1.3426,21.1789,7.3480,1,23.399,30.762
86,DATA_20260310_160000.BIN,1.3426,7.4131,0.9561,7.4131,2.1340,1,16.878,24.051
87,DATA_20260310_160000.BIN,0.9561,7.2168,0.4158,7.2168,2.0020,1,16.631,18.772
88,DATA_20260310_160000.BIN,0.4158,6.4437,1.3534,6.4437,2.4640,1,15.470,16.324
89,DATA_20260310_160000.BIN,1.3534,7.8632,2.3579,7.8632,1.9690,1,14.309,19.410
90,DATA_20260310_160000.BIN,2.3579,13.6836,1.0505,13.6836,3.2670,1,14.246,20.069
91,DATA_20260310_160000.BIN,1.0505,7.8549,0.9533,7.8549,4.2350,1,10.546,15.648
92,DATA_20260310_160000.BIN,0.4342,17.6657,2.4232,17.6657,4.1030,1,9.473,14.443
93,DATA_20260310_160000.BIN,2.4232,8.6998,1.2346,8.6998,1.9580,1,10.014,16.475
94,DATA_20260310_160000.BIN,1.2346,21.1633,16.5325,21.1633,8.5250,1,8.379,8.872
95,DATA_20260310_160000.BIN,16.5325,26.4078,2.0784,26.4078,8.5360,1,29.139,32.005
96,DATA_20260310_160000.BIN,2.0784,8.1152,3.6581,8.1152,1.7710,1,7.055,8.508
97,DATA_20260310_160000.BIN,3.6581,22.4166,13.2475,22.4166,8.1950,1,7.721,10.471
98,DATA_20260310_160000.BIN,13.2475,23.8340,10.1164,23.8340,3.0690,1,20.860,26.191
99,DATA_20260310_160000.BIN,10.1164,23.3299,12.7029,23.3299,8.6900,1,14.483,17.715
100,DATA_20260310_160000.BIN,11.5565,21.8912,5.1069,21.8912,3.1240,1,13.331,15.940
101,DATA_20260310_160000.BIN,3.9238,10.3192,1.2891,10.3192,2.2660,1,6.084,8.062
102,DATA_20260310_160000.BIN,1.2891,23.5931,4.6105,23.5931,7.1610,1,5.973,8.373
103,DATA_20260310_160000.BIN,4.6105,11.1479,4.4224,11.1479,1.2980,1,6.170,8.882
104,DATA_20260310_160000.BIN,4.4224,17.6361,5.8749,17.6361,3.7950,1,1.442,5.959
105,DATA_20260310_160000.BIN,5.8749,17.5429,3.3623,17.5429,7.5680,1,1.593,6.915
106,DATA_20260310_160000.BIN,3.3623,11.4966,2.1121,11.4966,4.2020,1,4.821,6.834
107,DATA_20260310_160000.BIN,2.1121,7.7656,2.2613,7.7656,1.4520,1,1.018,2.812
108,DATA_20260310_160000.BIN,2.2613,9.3061,2.7667,9.3061,1.0780,1,1.300,1.623
109,DATA_20260310_160000.BIN,2.8105,9.9222,3.1840,9.9222,6.0280,1,5.418,5.628
110,DATA_20260310_160000.BIN,3.1840,14.1574,1.1920,14.1574,7.2930,1,1.520,1.530
111,DATA_20260310_160000.BIN,1.1920,8.4138,2.6116,8.4138,3.2560,1,5.482,5.879
112,DATA_20260310_160000.BIN,2.6116,27.0995,0.4252,27.0995,8.7890,1,2.882,2.890
113,DATA_20260310_160000.BIN,4.2543,9.1366,1.3724,9.1366,2.9370,1,4.741,5.594
114,DATA_20260310_160000.BIN,1.3724,11.1669,3.3908,11.1669,5.4890,1,1.546,1.556
115,DATA_20260310_160000.BIN,2.2736,7.6776,0.7007,7.6776,4.9500,1,3.702,3.707
116,DATA_20260310_160000.BIN,0.7007,6.9750,1.3709,6.9750,5.3680,1,3.073,4.221
117,DATA_20260310_160000.BIN,3.2715,8.7428,4.4816,8.7428,4.3340,1,3.569,4.430
118,DATA_20260310_160000.BIN,0.6614,26.2354,1.6219,26.2354,5.0930,1,6.002,11.624
119,DATA_20260310_160000.BIN,0.7369,9.5539,2.2253,9.5539,6.3140,1,4.068,8.803
120,DATA_20260310_160000.BIN,2.2253,6.6208,1.5628,6.6208,2.9810,1,3.309,6.434
121,DATA_20260310_160000.BIN,1.5628,17.1597,10.3712,17.1597,3.0690,1,3.577,6.762
122,DATA_20260310_160000.BIN,10.3712,25.0647,0.3303,25.0647,6.9300,1,12.906,13.316
123,DATA_20260310_160000.BIN,2.1100,26.3725,0.9183,26.3725,6.1820,1,1.727,1.792
124,DATA_20260310_160000.BIN,16.4192,25.6515,19.5911,25.6515,4.0260,1,19.970,21.182
125,DATA_20260310_160000.BIN,10.3004,26.4618,11.7107,26.4618,7.4690,1,10.122,11.514
126,DATA_20260310_160000.BIN,18.3172,22.2003,18.1903,22.2003,7.4800,1,22.766,23.062
127,DATA_20260310_160000.BIN,9.5198,17.1853,2.7043,17.1853,3.9600,1,3.198,7.186
128,DATA_20260310_160000.BIN,2.7043,12.8636,0.7329,12.8636,5.8080,1,7.977,10.318
129,DATA_20260310_160000.BIN,0.7329,10.6987,0.4172,10.6987,2.8380,1,7.111,7.176
130,DATA_20260310_160000.BIN,2.6863,7.3947,2.1896,7.3947,2.7060,1,10.119,10.576
131,DATA_20260310_160000.BIN,2.1265,13.1719,1.9754,13.1719,2.2110,1,7.801,8.456
132,DATA_20260310_160000.BIN,2.5746,17.2539,2.6247,17.2539,4.9500,1,8.057,10.168
133,DATA_20260310_160000.BIN,1.2421,12.5290,4.3341,12.5290,5.5000,1,6.451,6.564
134,DATA_20260310_160000.BIN,4.3341,9.6336,1.0870,9.6336,5.2360,1,8.628,8.632
135,DATA_20260310_160000.BIN,1.0870,12.7322,5.3084,12.7322,2.7610,1,2.254,2.282
136,DATA_20260310_160000.BIN,3.2991,11.0927,1.7081,11.0927,1.7710,1,7.550,7.563
137,DATA_20260310_160000.BIN,1.7081,25.8040,3.5889,25.8040,6.5120,1,2.745,3.305
138,DATA_20260310_160000.BIN,3.5889,11.2150,3.3405,11.2150,1.0010,1,2.504,2.871
139,DATA_20260310_160000.BIN,3.3405,10.9058,3.7256,10.9058,0.9680,1,3.437,3.489
140,DATA_20260310_160000.BIN,6.8777,13.5590,7.6150,13.5590,3.4430,1,6.736,6.755
141,DATA_20260310_160000.BIN,8.2889,14.6152,6.5597,14.6152,2.4750,1,7.714,8.052
142,DATA_20260310_160000.BIN,5.7668,12.5683,7.0374,12.5683,2.6620,1,4.057,4.069
143,DATA_20260310_160000.BIN,7.0374,25.4237,7.5498,25.4237,3.5200,1,5.275,5.278
144,DATA_20260310_160000.BIN,7.5498,22.9516,16.4315,22.9516,1.8480,1,9.904,15.388
145,DATA_20260310_160000.BIN,16.4315,21.3434,14.6160,21.3434,2.0460,1,21.371,21.874
146,DATA_20260310_160000.BIN,14.6160,21.3105,1.9062,21.3105,1.7490,1,17.008,18.741
147,DATA_20260310_160000.BIN,0.3875,22.8603,8.7947,22.8603,4.0040,1,8.345,8.571
