cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260322_081904.BIN,46.2450,57.8940,37.6253,57.8940,3.5640,1,8.379,11.064
1,DATA_20260322_081904.BIN,37.6253,55.1809,49.4339,55.1809,3.0360,1,19.172,21.655
2,DATA_20260322_081904.BIN,49.4339,58.2354,48.5323,58.2354,3.7180,1,12.425,12.587
3,DATA_20260322_081904.BIN,48.5323,58.7788,45.7772,58.7788,3.0030,1,9.859,11.035
4,DATA_20260322_081904.BIN,45.7772,49.5963,45.2274,49.5963,1.7930,1,12.715,12.907
5,DATA_20260322_081904.BIN,45.2274,84.4841,43.2953,84.4841,4.3230,1,5.771,7.578
6,DATA_20260322_081904.BIN,43.2953,47.0758,42.6481,47.0758,0.9680,1,6.036,6.052
7,DATA_20260322_081904.BIN,42.6481,47.0529,41.9133,47.0529,1.0120,1,1.551,1.931
8,DATA_20260322_081904.BIN,41.9133,64.2274,58.2045,64.2274,2.0900,1,2.016,3.675
9,DATA_20260322_081904.BIN,65.2848,83.9286,62.4552,83.9286,2.0350,1,29.109,31.499
10,DATA_20260322_081904.BIN,62.4552,88.3312,35.8002,88.3312,2.8710,1,22.455,24.909
11,DATA_20260322_081904.BIN,43.5199,49.4402,46.7864,49.4402,2.3210,1,34.098,35.015
12,DATA_20260322_081904.BIN,46.7864,83.2122,54.6672,83.2122,3.1350,1,23.312,24.341
13,DATA_20260322_081904.BIN,54.6672,61.8278,48.2584,61.8278,2.4090,1,23.110,23.123
14,DATA_20260322_081904.BIN,48.2584,58.4561,54.5913,58.4561,1.2210,1,3.053,6.133
15,DATA_20260322_081904.BIN,54.5913,58.6322,49.7106,58.6322,1.1770,1,12.998,13.201
16,DATA_20260322_081904.BIN,49.7106,61.4679,55.5544,61.4679,1.3750,1,3.526,7.891
17,DATA_20260322_081904.BIN,55.5544,65.5496,59.7580,65.5496,3.3000,1,10.138,10.140
18,DATA_20260322_081904.BIN,42.7138,88.2526,56.1156,88.2526,5.1590,1,9.938,11.621
19,DATA_20260322_081904.BIN,56.1156,88.5136,83.4027,88.5136,6.2370,1,18.449,19.667
20,DATA_20260322_081904.BIN,83.4027,87.9039,53.8455,87.9039,5.0380,1,108.959,108.986
