cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260318_055036.BIN,1.5471,4.5982,1.2052,4.5982,1.9800,1,4.332,4.975
1,DATA_20260318_055036.BIN,1.2052,13.2168,0.5231,13.2168,3.1570,1,6.181,6.253
2,DATA_20260318_055036.BIN,1.9494,5.1386,1.4069,5.1386,1.9690,1,4.585,4.775
3,DATA_20260318_055036.BIN,1.4069,4.2810,0.7365,4.2810,5.8520,1,2.551,10.964
4,DATA_20260318_055036.BIN,0.7365,5.3525,0.6372,5.3525,7.1500,1,2.814,3.298
5,DATA_20260318_055036.BIN,3.8054,6.3117,2.1000,6.3117,6.4350,1,6.578,10.763
6,DATA_20260318_055036.BIN,2.1000,6.4688,1.9295,6.4688,5.4780,1,4.320,9.428
7,DATA_20260318_055036.BIN,2.2573,3.7177,0.6355,3.7177,3.3880,1,4.913,7.807
8,DATA_20260318_055036.BIN,0.7477,3.2995,0.5635,3.2995,7.2380,1,2.517,6.844
9,DATA_20260318_055036.BIN,0.5635,2.9128,0.4518,2.9128,3.5200,1,0.942,7.629
10,DATA_20260318_055036.BIN,0.4518,3.0533,0.7128,3.0533,1.3310,1,1.330,2.335
11,DATA_20260318_055036.BIN,0.2700,3.4380,0.8095,3.4380,5.1260,1,1.611,3.845
12,DATA_20260318_055036.BIN,0.6658,4.6243,0.5329,4.6243,1.7710,1,1.720,4.386
13,DATA_20260318_055036.BIN,0.5329,3.1441,0.3890,3.1441,4.2790,1,1.378,3.275
14,DATA_20260318_055036.BIN,1.5826,5.7089,2.7117,5.7089,2.7060,1,1.712,2.345
15,DATA_20260318_055036.BIN,2.7117,5.7767,0.6005,5.7767,7.3920,1,2.693,3.285
16,DATA_20260318_055036.BIN,0.6005,3.1674,0.6055,3.1674,3.6410,1,0.911,3.180
17,DATA_20260318_055036.BIN,0.6055,2.8760,0.5092,2.8760,1.6170,1,0.423,1.316
18,DATA_20260318_055036.BIN,1.0843,3.4684,0.7856,3.4684,8.9430,1,1.765,1.815
19,DATA_20260318_055036.BIN,0.7856,7.4030,1.1786,7.4030,6.3800,1,0.514,1.183
20,DATA_20260318_055036.BIN,1.1786,3.3384,0.4027,3.3384,1.8700,1,2.232,2.303
21,DATA_20260318_055036.BIN,0.4027,4.6260,1.3331,4.6260,3.9600,1,0.954,5.254
22,DATA_20260318_055036.BIN,0.6007,7.4008,0.3183,7.4008,4.9500,1,1.299,1.354
23,DATA_20260318_055036.BIN,0.3183,8.0515,1.7574,8.0515,6.0060,1,0.354,0.939
24,DATA_20260318_055036.BIN,1.7574,4.6119,1.6715,4.6119,1.5400,1,2.402,3.412
25,DATA_20260318_055036.BIN,1.6715,4.3489,2.1012,4.3489,1.4300,1,2.301,2.888
26,DATA_20260318_055036.BIN,1.7051,6.5485,2.0245,6.5485,5.0160,1,1.939,2.161
