date,source,source_file,cycle_idx,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,184,7.6895,41.7476,9.9784,41.7476,2.7280,1,87.935,109.936
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,185,9.9784,51.0989,16.9510,51.0989,1.8700,1,69.340,88.468
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,186,16.9510,37.8921,34.3080,37.8921,2.8600,1,54.382,54.518
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,187,34.3080,77.0681,19.8214,77.0681,2.3650,1,25.938,86.004
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,188,23.0223,71.8031,18.7467,71.8031,3.3550,1,70.939,71.333
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,189,18.7467,35.1097,18.6355,35.1097,1.9910,1,35.719,49.991
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,190,18.6355,18.7220,28.5319,28.5319,2.1780,1,50.592,50.602
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,191,28.5319,14.7795,14.4953,14.7795,2.5300,1,54.593,64.175
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,192,42.1884,54.4898,9.7658,54.4898,5.1700,1,86.038,87.230
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,193,9.7658,42.7729,22.1695,42.7729,1.6170,1,10.716,19.376
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,194,3.8238,51.5887,30.8074,51.5887,1.9030,1,93.361,93.530
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,195,30.8074,19.4896,16.0307,19.4896,3.5310,1,64.277,64.986
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,196,16.0307,32.1085,20.0896,32.1085,4.1910,1,107.139,110.400
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,197,20.0896,25.2843,13.2130,25.2843,1.0890,1,40.288,46.642
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,198,13.2130,39.3532,10.0817,39.3532,2.0900,1,57.741,59.411
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,199,10.0817,43.8948,13.6460,43.8948,2.5190,1,57.087,63.918
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,200,13.6460,39.6388,43.2036,43.2036,2.1670,1,44.588,46.969
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,201,43.2036,47.7447,14.0947,47.7447,3.0910,1,68.585,117.673
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,202,14.0947,31.8202,19.1383,31.8202,3.1460,1,55.542,55.791
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,203,19.1383,36.6746,5.6578,36.6746,1.5400,1,50.548,53.310
2026-03-09,2026-03-09,DATA_20260309_120000.BIN,204,3.5514,26.3273,18.4305,26.3273,1.3310,1,18.697,18.704
