cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260326_061419.BIN,18.5393,46.1824,13.1623,46.1824,9.4380,1,7.411,8.123
1,DATA_20260326_061419.BIN,13.1623,20.9761,10.9193,20.9761,5.1150,1,6.498,6.591
2,DATA_20260326_061419.BIN,10.9193,25.8142,1.9088,25.8142,4.9060,1,6.832,7.454
3,DATA_20260326_061419.BIN,1.9088,27.1353,15.4507,27.1353,7.0510,1,13.853,14.218
4,DATA_20260326_061419.BIN,19.0786,32.3945,14.4214,32.3945,6.3030,1,8.338,8.397
5,DATA_20260326_061419.BIN,10.4492,22.5854,7.9522,22.5854,5.7750,1,4.942,5.604
6,DATA_20260326_061419.BIN,7.9522,24.7874,7.7770,24.7874,3.2120,1,12.769,12.815
7,DATA_20260326_061419.BIN,7.1316,16.4983,4.6139,16.4983,3.5750,1,13.100,13.660
8,DATA_20260326_061419.BIN,5.1010,16.9985,4.5875,16.9985,3.3000,1,13.159,13.334
9,DATA_20260326_061419.BIN,4.3386,15.5448,8.0475,15.5448,5.7530,1,13.170,16.288
10,DATA_20260326_061419.BIN,8.6446,16.0009,9.7205,16.0009,4.4440,1,11.198,11.310
11,DATA_20260326_061419.BIN,3.4869,10.1008,3.5664,10.1008,6.1380,1,11.265,11.407
12,DATA_20260326_061419.BIN,3.5664,18.9252,5.9724,18.9252,8.3050,1,9.168,9.806
13,DATA_20260326_061419.BIN,5.9724,13.5468,2.7390,13.5468,4.2350,1,9.575,13.156
14,DATA_20260326_061419.BIN,5.3588,11.6290,3.5247,11.6290,3.7730,1,9.731,10.696
15,DATA_20260326_061419.BIN,3.5247,11.2917,1.9884,11.2917,1.7160,1,6.135,7.799
16,DATA_20260326_061419.BIN,4.7641,12.1769,4.5515,12.1769,8.1950,1,2.933,4.925
17,DATA_20260326_061419.BIN,6.7606,12.4985,3.1709,12.4985,9.0420,1,3.467,6.447
18,DATA_20260326_061419.BIN,6.4988,14.1197,7.3304,14.1197,6.6440,1,8.351,10.145
19,DATA_20260326_061419.BIN,1.8008,11.3429,4.3624,11.3429,1.8040,1,4.948,7.582
20,DATA_20260326_061419.BIN,8.1233,19.4570,8.5110,19.4570,7.0840,1,4.393,4.435
21,DATA_20260326_061419.BIN,7.2106,19.4335,5.5852,19.4335,6.6000,1,4.266,4.305
22,DATA_20260326_061419.BIN,6.1700,12.5425,2.0808,12.5425,8.0850,1,5.285,6.830
23,DATA_20260326_061419.BIN,2.0808,10.1634,3.3823,10.1634,5.0600,1,7.288,10.872
24,DATA_20260326_061419.BIN,4.1822,13.6664,1.3039,13.6664,5.0930,1,4.112,4.958
25,DATA_20260326_061419.BIN,4.3795,13.7476,1.5297,13.7476,7.9420,1,3.575,5.103
26,DATA_20260326_061419.BIN,0.5381,10.4457,3.5562,10.4457,7.2160,1,5.386,5.537
27,DATA_20260326_061419.BIN,3.5562,10.3884,1.6379,10.3884,6.7650,1,2.630,4.144
28,DATA_20260326_061419.BIN,1.6379,12.1812,2.3675,12.1812,5.3680,1,3.959,4.309
29,DATA_20260326_061419.BIN,2.3675,13.5484,2.7302,13.5484,3.5750,1,4.668,5.988
30,DATA_20260326_061419.BIN,2.7302,17.8987,0.5026,17.8987,8.1730,1,2.495,5.456
31,DATA_20260326_061419.BIN,0.5026,11.3602,4.7101,11.3602,8.2280,1,3.692,5.326
32,DATA_20260326_061419.BIN,1.2479,11.8272,1.4960,11.8272,7.6340,1,4.481,4.530
33,DATA_20260326_061419.BIN,1.3694,8.1202,1.5680,8.1202,4.8290,1,3.450,8.830
34,DATA_20260326_061419.BIN,1.6762,16.5220,1.3315,16.5220,5.9510,1,3.186,3.501
35,DATA_20260326_061419.BIN,1.3315,11.3148,1.8102,11.3148,1.9140,1,1.389,3.577
36,DATA_20260326_061419.BIN,1.8102,17.7890,1.7121,17.7890,6.6990,1,3.880,4.061
37,DATA_20260326_061419.BIN,1.9582,17.7037,3.0108,17.7037,8.7120,1,2.600,2.628
38,DATA_20260326_061419.BIN,3.0108,13.8789,0.2693,13.8789,2.7280,1,3.775,4.887
39,DATA_20260326_061419.BIN,0.2693,9.2424,1.1702,9.2424,3.2450,1,3.482,7.649
40,DATA_20260326_061419.BIN,1.1702,7.1224,0.4561,7.1224,9.9000,1,3.439,6.029
41,DATA_20260326_061419.BIN,3.6288,14.9924,2.5188,14.9924,5.1260,1,2.649,2.660
42,DATA_20260326_061419.BIN,4.3079,11.3302,0.5542,11.3302,5.7420,1,3.137,3.284
43,DATA_20260326_061419.BIN,0.5542,10.0884,3.0357,10.0884,4.6970,1,0.708,5.734
44,DATA_20260326_061419.BIN,3.0357,10.6762,3.4671,10.6762,5.7200,1,4.962,4.963
45,DATA_20260326_061419.BIN,3.4171,10.4861,2.1140,10.4861,5.0600,1,3.253,3.269
46,DATA_20260326_061419.BIN,0.2285,7.2175,1.3609,7.2175,9.4490,1,2.020,2.213
47,DATA_20260326_061419.BIN,3.5731,14.8746,5.0785,14.8746,7.4910,1,4.135,6.076
48,DATA_20260326_061419.BIN,1.3585,7.3187,0.5471,7.3187,2.7830,1,1.107,3.557
49,DATA_20260326_061419.BIN,1.0394,8.6256,0.2926,8.6256,3.6410,1,2.115,3.614
50,DATA_20260326_061419.BIN,0.2926,8.4941,1.8504,8.4941,7.7990,1,3.848,8.156
51,DATA_20260326_061419.BIN,0.4102,9.4934,0.9622,9.4934,6.5340,1,4.465,13.418
52,DATA_20260326_061419.BIN,0.9622,8.9707,0.9451,8.9707,5.8960,1,4.967,8.554
53,DATA_20260326_061419.BIN,3.2885,10.9908,3.6680,10.9908,6.2150,1,4.164,6.141
54,DATA_20260326_061419.BIN,2.5156,14.1515,3.9767,14.1515,3.8500,1,2.628,3.695
55,DATA_20260326_061419.BIN,3.3764,13.6526,0.4407,13.6526,5.6870,1,3.374,3.677
56,DATA_20260326_061419.BIN,0.4407,9.0139,0.2039,9.0139,3.4210,1,0.545,2.173
57,DATA_20260326_061419.BIN,0.2039,10.8368,4.2404,10.8368,7.6450,1,3.294,9.665
58,DATA_20260326_061419.BIN,1.2659,7.1853,0.6899,7.1853,9.5370,1,1.751,4.150
59,DATA_20260326_061419.BIN,1.5972,11.3726,1.2744,11.3726,7.9860,1,4.761,8.996
