cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260416_100403.BIN,2.2735,5.8553,2.6931,5.8553,6.3250,1,2.735,2.737
1,DATA_20260416_100403.BIN,3.9517,6.3241,2.5504,6.3241,9.7020,1,2.208,2.512
2,DATA_20260416_100403.BIN,0.6763,3.8010,0.1151,3.8010,3.9490,1,2.924,3.101
3,DATA_20260416_100403.BIN,0.1151,4.3221,1.6118,4.3221,9.7680,1,2.478,2.629
4,DATA_20260416_100403.BIN,0.5768,4.9400,2.7829,4.9400,4.9500,1,1.804,2.202
5,DATA_20260416_100403.BIN,1.7261,5.5606,0.5210,5.5606,3.5860,1,0.686,1.441
6,DATA_20260416_100403.BIN,1.4960,4.8030,0.9625,4.8030,3.3330,1,1.128,1.528
7,DATA_20260416_100403.BIN,0.9625,3.7943,0.4900,3.7943,8.4370,1,1.450,2.332
8,DATA_20260416_100403.BIN,0.8192,3.8132,1.0239,3.8132,2.7280,1,1.494,2.798
9,DATA_20260416_100403.BIN,0.1193,4.0489,0.3029,4.0489,8.9650,1,1.932,3.150
10,DATA_20260416_100403.BIN,0.7461,4.7366,0.9081,4.7366,5.7420,1,2.487,2.794
11,DATA_20260416_100403.BIN,3.5382,5.9051,1.9423,5.9051,3.2230,1,3.304,3.313
12,DATA_20260416_100403.BIN,1.5674,6.6275,1.9195,6.6275,5.0380,1,2.583,3.341
13,DATA_20260416_100403.BIN,1.9195,6.0116,1.3530,6.0116,6.5340,1,2.688,3.040
14,DATA_20260416_100403.BIN,1.3530,5.6859,1.9942,5.6859,4.2790,1,2.616,2.616
15,DATA_20260416_100403.BIN,1.9942,4.5486,0.6991,4.5486,4.3670,1,1.562,2.072
16,DATA_20260416_100403.BIN,1.0652,3.3078,1.2463,3.3078,3.2670,1,0.502,2.085
17,DATA_20260416_100403.BIN,1.2463,6.0196,2.6685,6.0196,5.5440,1,1.120,3.189
