cycle_idx,source_file,p0_r,p3_r,p7_r,amplitude,duration_s,validated,tilt_deg,q_error_deg
0,DATA_20260420_084304.BIN,1.9605,11.9011,0.3032,11.9011,8.4700,1,1.608,2.683
1,DATA_20260420_084304.BIN,0.3032,2.9724,0.9277,2.9724,2.9040,1,3.330,3.772
2,DATA_20260420_084304.BIN,0.7903,2.8635,0.2422,2.8635,4.3780,1,1.838,3.314
3,DATA_20260420_084304.BIN,0.2422,8.0904,2.0000,8.0904,4.7080,1,2.501,2.719
4,DATA_20260420_084304.BIN,2.0000,3.2560,0.8521,3.2560,2.5410,1,0.772,2.762
5,DATA_20260420_084304.BIN,0.8796,3.2716,0.4820,3.2716,2.5740,1,1.628,2.123
6,DATA_20260420_084304.BIN,0.2486,2.3737,0.4410,2.3737,6.1490,1,2.368,2.444
7,DATA_20260420_084304.BIN,0.4410,3.1260,0.3689,3.1260,8.7450,1,2.329,3.098
8,DATA_20260420_084304.BIN,0.4488,3.2773,0.2696,3.2773,8.0300,1,2.112,2.293
9,DATA_20260420_084304.BIN,0.2623,1.9291,0.0781,1.9291,3.3440,1,1.388,2.081
10,DATA_20260420_084304.BIN,0.9912,4.6094,0.2804,4.6094,7.7880,1,1.196,3.426
11,DATA_20260420_084304.BIN,0.4456,4.2251,2.2229,4.2251,1.6060,1,1.730,1.941
12,DATA_20260420_084304.BIN,2.2229,5.4575,3.2596,5.4575,7.5460,1,2.820,4.965
13,DATA_20260420_084304.BIN,2.5442,5.7715,0.5262,5.7715,4.8180,1,3.647,3.657
14,DATA_20260420_084304.BIN,0.5262,6.1237,0.5266,6.1237,6.1490,1,1.403,2.774
15,DATA_20260420_084304.BIN,1.7112,5.1700,1.3485,5.1700,7.1500,1,1.726,2.656
16,DATA_20260420_084304.BIN,1.1644,3.9204,1.0014,3.9204,9.2510,1,1.638,1.640
17,DATA_20260420_084304.BIN,1.3409,3.7369,1.1434,3.7369,1.8260,1,1.444,2.018
18,DATA_20260420_084304.BIN,1.1434,3.9355,0.7304,3.9355,2.4530,1,0.662,3.230
19,DATA_20260420_084304.BIN,0.7304,3.6334,2.2776,3.6334,4.2350,1,1.529,4.332
20,DATA_20260420_084304.BIN,0.1359,6.3035,0.2443,6.3035,7.3260,1,0.643,2.628
21,DATA_20260420_084304.BIN,0.2443,3.1950,0.3126,3.1950,4.5100,1,0.548,2.582
